SOAcondition,Unnamed: 12,Unnamed: 13,accuracy,height,operation,response,rt,size,stimulus,subject_nr,truth,width,md,auc,xflips,init_time
negative,,,1,1050,mult,2,1024,large,8_4_mult_FI.jpg,110,False,1680,-0.0753431346002,-0.0762676255497,0,620.0
negative,,,1,1050,mult,2,915,small,8_2_mult_FNI.jpg,110,False,1680,-0.0581155276197,-0.0625494181881,0,460.0
negative,,,1,1050,add,2,1108,small,8_2_add_FNI.jpg,110,False,1680,-0.157634645245,-0.177057421072,0,660.0
neutral,,,1,1050,add,1,883,large,4_9_add_true.jpg,110,True,1680,-0.180262638365,-0.221604567742,0,380.0
negative,,,1,1050,mult,1,960,large,4_9_mult_true.jpg,110,True,1680,0.0755455555327,-0.00315318791265,0,500.0
negative,,,1,1050,mult,1,1515,small,2_7_mult_true.jpg,110,True,1680,1.64827321529,1.47995113162,0,540.0
neutral,,,1,1050,add,1,1072,small,3_6_add_true.jpg,110,True,1680,-0.180194826103,-0.227720032362,0,500.0
neutral,,,1,1050,add,1,1070,large,9_7_add_true.jpg,110,True,1680,0.339936507825,0.282018732392,0,560.0
neutral,,,1,1050,mult,1,974,large,4_9_mult_true.jpg,110,True,1680,-0.119492634684,-0.00998032834402,0,500.0
negative,,,1,1050,add,1,892,small,5_3_add_true.jpg,110,True,1680,-0.174452336474,-0.197646457607,0,420.0
neutral,,,1,1050,mult,2,1126,large,9_7_mult_FNI.jpg,110,False,1680,1.44415162787,1.16988161158,1,400.0
neutral,,,1,1050,add,1,856,small,5_3_add_true.jpg,110,True,1680,-0.212560855655,-0.229985937195,0,400.0
negative,,,1,1050,mult,2,986,large,4_9_mult_FI.jpg,110,False,1680,0.0794750404103,-0.0189557745683,0,500.0
neutral,,,1,1050,add,1,1099,large,6_8_add_true.jpg,110,True,1680,0.383456857843,0.341488267062,2,540.0
neutral,,,1,1050,mult,1,1000,small,5_3_mult_true.jpg,110,True,1680,-0.11213316322,-0.109338842944,0,500.0
neutral,,,1,1050,mult,1,885,small,2_7_mult_true.jpg,110,True,1680,-0.100959012178,-0.0847775601554,0,460.0
negative,,,1,1050,add,1,1072,small,8_2_add_true.jpg,110,True,1680,-0.165789688959,-0.230144513159,0,540.0
negative,,,1,1050,mult,2,1023,small,5_3_mult_FI.jpg,110,False,1680,-0.195402574436,-0.150394275831,0,540.0
neutral,,,1,1050,mult,2,1132,small,3_6_mult_FNI.jpg,110,False,1680,-0.095001969766,-0.0819464858802,0,620.0
neutral,,,1,1050,mult,1,1103,small,8_2_mult_true.jpg,110,True,1680,0.420818929364,0.423638454585,1,680.0
negative,,,1,1050,add,2,1225,large,8_4_add_FI.jpg,110,False,1680,-0.264216812487,-0.255284857997,0,640.0
neutral,,,1,1050,mult,2,2462,small,2_7_mult_FI.jpg,110,False,1680,1.65528250869,0.831599105425,3,1260.0
neutral,,,1,1050,add,2,1067,large,6_8_add_FI.jpg,110,False,1680,1.03209972007,1.17265638882,1,300.0
neutral,,,1,1050,add,2,1041,large,4_9_add_FI.jpg,110,False,1680,-0.206956747724,-0.189773069897,0,500.0
negative,,,1,1050,mult,2,1156,small,5_3_mult_FNI.jpg,110,False,1680,0.202620627167,0.00551832293347,0,480.0
neutral,,,1,1050,mult,2,1135,large,8_4_mult_FI.jpg,110,False,1680,0.194164346068,0.202080444921,0,600.0
neutral,,,1,1050,add,1,1046,large,8_4_add_true.jpg,110,True,1680,0.149601609854,0.183770049531,0,480.0
neutral,,,1,1050,mult,1,1044,large,9_7_mult_true.jpg,110,True,1680,0.135384957608,0.0318231944574,0,520.0
neutral,,,1,1050,mult,2,1244,small,5_3_mult_FNI.jpg,110,False,1680,0.0653192692024,0.0125402929425,0,520.0
neutral,,,1,1050,add,2,1659,small,2_7_add_FI.jpg,110,False,1680,1.73673679436,1.36292748411,1,500.0
neutral,,,1,1050,mult,1,830,large,8_4_mult_true.jpg,110,True,1680,-0.046003773603,-0.00759916280791,0,400.0
negative,,,1,1050,add,2,1161,small,5_3_add_FI.jpg,110,False,1680,-0.119451177889,-0.0920666669785,0,560.0
neutral,,,1,1050,mult,1,1059,large,4_9_mult_true.jpg,110,True,1680,-0.150952989003,-0.16653204751,0,540.0
neutral,,,1,1050,add,1,1058,small,5_3_add_true.jpg,110,True,1680,0.0917742949957,0.0536750133171,0,520.0
neutral,,,1,1050,add,2,1164,small,8_2_add_FNI.jpg,110,False,1680,-0.159725483166,-0.141742040572,0,640.0
negative,,,1,1050,mult,1,1479,small,8_2_mult_true.jpg,110,True,1680,1.64174645905,1.63618370597,0,600.0
negative,,,1,1050,add,1,1060,large,8_4_add_true.jpg,110,True,1680,-0.169866152587,-0.175370236855,0,580.0
neutral,,,1,1050,add,2,1048,small,5_3_add_FI.jpg,110,False,1680,-0.1027548772,-0.064739070451,0,560.0
negative,,,1,1050,mult,1,993,small,3_6_mult_true.jpg,110,True,1680,0.0742533138581,-0.0197506732681,0,500.0
negative,,,1,1050,mult,2,933,large,4_9_mult_FNI.jpg,110,False,1680,-0.254600567313,-0.270363164785,0,460.0
negative,,,1,1050,mult,1,948,small,5_3_mult_true.jpg,110,True,1680,-0.0825136033423,-0.0984178868919,0,480.0
negative,,,1,1050,add,2,1005,large,6_8_add_FI.jpg,110,False,1680,-0.141926609644,-0.149316335477,0,560.0
neutral,,,1,1050,mult,2,1047,large,6_8_mult_FNI.jpg,110,False,1680,0.0675053645299,-0.0227364772818,0,560.0
neutral,,,1,1050,mult,2,1047,small,8_2_mult_FNI.jpg,110,False,1680,0.349460490333,0.238934893662,0,460.0
negative,,,1,1050,mult,1,975,large,9_7_mult_true.jpg,110,True,1680,0.189004311768,-0.0234640965705,0,500.0
neutral,,,1,1050,add,1,958,small,2_7_add_true.jpg,110,True,1680,-0.151922606012,-0.0207727429299,1,500.0
negative,,,1,1050,mult,2,1007,large,8_4_mult_FNI.jpg,110,False,1680,-0.310238373457,-0.308598588066,0,520.0
neutral,,,1,1050,mult,2,1073,large,8_4_mult_FNI.jpg,110,False,1680,-0.203550691052,-0.244221708208,0,560.0
negative,,,1,1050,add,1,881,small,8_2_add_true.jpg,110,True,1680,-0.116358267103,-0.113399441338,0,460.0
negative,,,1,1050,add,1,983,small,5_3_add_true.jpg,110,True,1680,-0.0905221404196,-0.0512511637451,0,440.0
neutral,,,1,1050,add,1,957,large,9_7_add_true.jpg,110,True,1680,0.0874179321019,-0.0110360481822,0,540.0
negative,,,1,1050,add,2,1549,large,9_7_add_FNI.jpg,110,False,1680,1.3575789806,1.27480979777,1,440.0
neutral,,,1,1050,add,2,1273,large,9_7_add_FNI.jpg,110,False,1680,0.694390312321,0.580642691535,0,580.0
negative,,,1,1050,mult,1,990,small,2_7_mult_true.jpg,110,True,1680,-0.185199310384,-0.175691464797,0,520.0
negative,,,1,1050,add,1,900,small,2_7_add_true.jpg,110,True,1680,-0.32444218532,-0.328409971465,0,460.0
negative,,,1,1050,mult,2,1051,small,2_7_mult_FNI.jpg,110,False,1680,-0.129976109226,-0.0717664304816,0,380.0
negative,,,1,1050,add,2,1083,large,6_8_add_FNI.jpg,110,False,1680,0.307650140739,-0.0757525842434,1,540.0
negative,,,1,1050,mult,2,1044,small,2_7_mult_FI.jpg,110,False,1680,-0.148444830276,-0.143850016383,0,560.0
negative,,,1,1050,mult,1,953,large,8_4_mult_true.jpg,110,True,1680,0.160787606102,0.105462412477,0,480.0
neutral,,,1,1050,add,1,919,large,4_9_add_true.jpg,110,True,1680,-0.0497440662315,-0.0045011957294,0,440.0
negative,,,1,1050,add,2,1075,small,5_3_add_FNI.jpg,110,False,1680,0.873593820528,0.755310516329,1,440.0
negative,,,1,1050,add,2,1116,small,2_7_add_FI.jpg,110,False,1680,0.261127733883,0.0190013172675,0,400.0
neutral,,,1,1050,mult,1,930,large,6_8_mult_true.jpg,110,True,1680,-0.0579248266976,-0.0288757431503,0,440.0
negative,,,1,1050,mult,1,1096,large,9_7_mult_true.jpg,110,True,1680,-0.211912119924,-0.270446693101,0,440.0
neutral,,,1,1050,mult,1,1015,small,2_7_mult_true.jpg,110,True,1680,-0.235836139254,-0.228950027763,0,460.0
negative,,,1,1050,mult,1,920,large,8_4_mult_true.jpg,110,True,1680,-0.112449326448,-0.095553194754,0,460.0
negative,,,1,1050,mult,2,1029,large,6_8_mult_FI.jpg,110,False,1680,0.269398725033,0.177928151031,1,540.0
neutral,,,1,1050,mult,1,907,small,3_6_mult_true.jpg,110,True,1680,0.0494550306205,0.00991392213378,0,340.0
negative,,,1,1050,add,1,873,small,2_7_add_true.jpg,110,True,1680,-0.110132236648,-0.08686463622,0,380.0
negative,,,1,1050,mult,1,928,small,5_3_mult_true.jpg,110,True,1680,0.146579050706,0.0512725889579,0,440.0
neutral,,,0,1050,add,1,1496,large,8_4_add_FNI.jpg,110,False,1680,1.76690587853,1.36372810489,1,400.0
negative,,,1,1050,mult,1,1170,large,6_8_mult_true.jpg,110,True,1680,0.428869393122,0.308298767946,1,560.0
negative,,,1,1050,add,1,1078,large,9_7_add_true.jpg,110,True,1680,-0.146066648676,-0.119590900569,0,560.0
negative,,,1,1050,add,2,1184,small,8_2_add_FI.jpg,110,False,1680,0.945751808925,0.792420848721,0,380.0
neutral,,,0,1050,mult,1,1079,small,3_6_mult_FI.jpg,110,False,1680,-0.266100569619,-0.26903403532,0,460.0
negative,,,1,1050,add,1,1336,large,4_9_add_true.jpg,110,True,1680,-0.143543481038,-0.155800903606,0,740.0
neutral,,,1,1050,mult,1,997,large,6_8_mult_true.jpg,110,True,1680,-0.178513363694,-0.215674632142,0,440.0
negative,,,1,1050,add,2,879,large,4_9_add_FI.jpg,110,False,1680,0.190807223362,-0.00556071200336,0,340.0
neutral,,,1,1050,add,2,1323,small,3_6_add_FI.jpg,110,False,1680,1.4650404891,1.38966460052,0,380.0
neutral,,,1,1050,add,2,1021,small,8_2_add_FI.jpg,110,False,1680,0.277679183619,-0.0203478276711,0,420.0
neutral,,,1,1050,add,1,1150,large,8_4_add_true.jpg,110,True,1680,0.445673518717,0.338434155481,0,580.0
negative,,,1,1050,mult,2,1303,small,3_6_mult_FI.jpg,110,False,1680,1.27894026594,1.03754849885,0,480.0
neutral,,,1,1050,add,2,1180,large,6_8_add_FNI.jpg,110,False,1680,-0.251576363424,-0.275311917554,0,700.0
negative,,,1,1050,add,1,1176,large,4_9_add_true.jpg,110,True,1680,-0.173352580002,-0.0959829091657,0,620.0
negative,,,1,1050,mult,2,1087,large,9_7_mult_FI.jpg,110,False,1680,0.569950434842,0.3753905938,1,500.0
negative,,,1,1050,mult,2,1050,large,6_8_mult_FNI.jpg,110,False,1680,-0.177578266276,-0.141048300714,0,580.0
neutral,,,1,1050,mult,1,894,small,8_2_mult_true.jpg,110,True,1680,-0.148351056837,-0.142285244259,0,440.0
neutral,,,1,1050,mult,1,1075,large,8_4_mult_true.jpg,110,True,1680,-0.202091061501,-0.214413657323,0,500.0
negative,,,1,1050,mult,1,1178,small,3_6_mult_true.jpg,110,True,1680,-0.10836717006,-0.0262473314335,0,480.0
neutral,,,1,1050,mult,2,1016,large,9_7_mult_FI.jpg,110,False,1680,0.710140363934,0.59828836953,0,400.0
negative,,,1,1050,mult,1,1056,large,4_9_mult_true.jpg,110,True,1680,-0.111877377719,-0.133398223845,0,520.0
neutral,,,0,1050,add,1,1078,large,4_9_add_FNI.jpg,110,False,1680,-0.0593789681099,-0.00602108657008,0,540.0
negative,,,1,1050,add,2,1717,large,9_7_add_FI.jpg,110,False,1680,-0.40767889103,-0.425094150395,1,560.0
neutral,,,1,1050,add,1,1108,small,8_2_add_true.jpg,110,True,1680,-0.15203974346,-0.102309190519,0,500.0
neutral,,,1,1050,mult,2,1489,small,2_7_mult_FNI.jpg,110,False,1680,-0.222036664544,-0.257011372869,0,480.0
negative,,,1,1050,add,1,1118,large,6_8_add_true.jpg,110,True,1680,-0.145684235679,-0.113734560195,0,540.0
neutral,,,1,1050,mult,2,1002,small,5_3_mult_FI.jpg,110,False,1680,0.235730976638,0.18737778462,0,420.0
negative,,,1,1050,add,2,1098,small,3_6_add_FI.jpg,110,False,1680,1.11575258946,1.03577867677,1,380.0
neutral,,,0,1050,add,1,1020,small,3_6_add_FNI.jpg,110,False,1680,-0.106547129118,0.00892796728126,0,200.0
negative,,,1,1050,mult,1,1259,small,8_2_mult_true.jpg,110,True,1680,1.29747162043,1.03606276677,0,360.0
neutral,,,1,1050,add,1,1056,small,8_2_add_true.jpg,110,True,1680,0.265251590511,0.237699884239,0,460.0
neutral,,,1,1050,add,2,1337,small,5_3_add_FNI.jpg,110,False,1680,0.250764603462,-0.0147519034825,0,580.0
negative,,,1,1050,add,2,1035,large,8_4_add_FNI.jpg,110,False,1680,-0.189252422823,-0.19456649075,0,480.0
neutral,,,1,1050,mult,2,1022,large,4_9_mult_FI.jpg,110,False,1680,0.0745767523103,-0.0257367952887,0,500.0
negative,,,0,1050,add,-1,None,large,9_7_add_true.jpg,111,True,1680,1.43274350258,1.09026687715,3,440.0
negative,,,0,1050,add,2,1363,large,9_7_add_FNI.jpg,111,False,1680,0.629137981663,-0.0420342971194,3,500.0
neutral,,,0,1050,mult,2,1871,large,9_7_mult_FNI.jpg,111,False,1680,1.41183651813,0.825843683133,6,440.0
neutral,,,0,1050,add,1,1797,large,6_8_add_true.jpg,111,True,1680,1.01682184896,0.498113713908,1,320.0
neutral,,,1,1050,mult,2,1837,large,6_8_mult_true.jpg,111,True,1680,0.390786506371,-0.0338570412569,1,640.0
neutral,,,1,1050,add,1,1459,small,5_3_add_FI.jpg,111,False,1680,1.00112176917,0.834515131154,1,540.0
neutral,,,0,1050,mult,2,1305,small,8_2_mult_FI.jpg,111,False,1680,1.06374405145,0.817788849409,0,400.0
neutral,,,1,1050,mult,2,2231,small,5_3_mult_true.jpg,111,True,1680,1.37423887756,0.989501073353,2,420.0
negative,,,1,1050,mult,2,1754,large,8_4_mult_true.jpg,111,True,1680,1.34306383772,0.983514446617,4,240.0
neutral,,,1,1050,mult,2,1151,large,8_4_mult_true.jpg,111,True,1680,0.0682693665231,0.0125607252434,1,420.0
negative,,,1,1050,mult,2,1687,small,2_7_mult_true.jpg,111,True,1680,0.999566885109,0.9370142712,2,360.0
neutral,,,1,1050,mult,1,1493,small,2_7_mult_FI.jpg,111,False,1680,1.59542007782,1.00495562556,0,400.0
negative,,,1,1050,mult,2,1179,large,8_4_mult_true.jpg,111,True,1680,0.115477227352,0.0470956122827,1,400.0
neutral,,,1,1050,mult,1,1557,small,2_7_mult_FNI.jpg,111,False,1680,0.878605515706,0.685976245692,2,600.0
neutral,,,1,1050,add,1,1594,large,6_8_add_FI.jpg,111,False,1680,0.877474476567,0.449309561241,1,780.0
neutral,,,0,1050,add,2,1346,large,8_4_add_FNI.jpg,111,False,1680,-0.286806708903,-0.0102419894952,0,540.0
neutral,,,1,1050,mult,1,1542,large,4_9_mult_FI.jpg,111,False,1680,0.815921107204,0.304703386418,0,320.0
negative,,,0,1050,mult,-1,None,small,3_6_mult_FNI.jpg,111,False,1680,1.62172283463,1.47147806668,7,600.0
negative,,,1,1050,mult,1,1271,large,8_4_mult_FI.jpg,111,False,1680,0.65180171532,-0.103351955895,3,80.0
negative,,,1,1050,mult,2,1265,large,4_9_mult_true.jpg,111,True,1680,1.02182048403,0.811899244313,0,120.0
negative,,,1,1050,mult,2,1441,large,6_8_mult_true.jpg,111,True,1680,0.49163746506,0.368257106694,2,320.0
negative,,,1,1050,add,1,1481,small,8_2_add_FNI.jpg,111,False,1680,-0.0771546717512,-0.0110036815721,0,380.0
neutral,,,1,1050,mult,2,1240,small,3_6_mult_true.jpg,111,True,1680,-0.223293572036,-0.119905803858,0,600.0
neutral,,,1,1050,mult,2,1533,small,2_7_mult_true.jpg,111,True,1680,0.361866992219,0.182809097698,0,680.0
neutral,,,1,1050,add,2,1367,large,4_9_add_true.jpg,111,True,1680,0.782618765873,0.828527240746,0,500.0
negative,,,1,1050,add,2,1104,small,8_2_add_true.jpg,111,True,1680,-0.0975470521848,-0.0739804030027,0,500.0
neutral,,,1,1050,mult,2,1294,large,4_9_mult_true.jpg,111,True,1680,0.656006577573,0.700531096028,1,680.0
neutral,,,1,1050,mult,2,1489,large,9_7_mult_true.jpg,111,True,1680,0.784520303877,0.658419851337,0,460.0
neutral,,,1,1050,mult,2,2032,small,8_2_mult_true.jpg,111,True,1680,1.71330398529,1.09290727263,1,520.0
neutral,,,1,1050,add,2,1382,small,3_6_add_true.jpg,111,True,1680,-0.133088667895,-0.153395227458,1,680.0
neutral,,,1,1050,mult,2,998,small,5_3_mult_true.jpg,111,True,1680,0.11539218745,0.125563189307,0,360.0
neutral,,,1,1050,add,1,1829,large,4_9_add_FI.jpg,111,False,1680,-0.277745512436,-0.056449671133,1,1240.0
negative,,,0,1050,add,2,1289,small,2_7_add_FI.jpg,111,False,1680,1.50502371128,1.42210309078,1,220.0
negative,,,0,1050,add,2,1195,small,5_3_add_FNI.jpg,111,False,1680,1.32824180447,1.08698191753,0,120.0
negative,,,1,1050,mult,2,1108,small,8_2_mult_true.jpg,111,True,1680,0.622249721624,0.614760157437,1,380.0
negative,,,1,1050,mult,2,1249,large,4_9_mult_true.jpg,111,True,1680,1.32883231065,0.105528840653,1,140.0
negative,,,1,1050,mult,1,1442,small,3_6_mult_FI.jpg,111,False,1680,1.62681680223,1.39120841819,0,320.0
negative,,,0,1050,add,2,1198,large,8_4_add_FI.jpg,111,False,1680,0.841011325291,0.131719056335,2,60.0
negative,,,1,1050,mult,2,944,small,5_3_mult_true.jpg,111,True,1680,0.547371610225,0.303688789082,0,140.0
neutral,,,1,1050,mult,2,1700,small,2_7_mult_true.jpg,111,True,1680,1.58239114565,0.329367349209,3,580.0
negative,,,1,1050,add,1,1141,large,6_8_add_FI.jpg,111,False,1680,0.762399809164,0.451887418308,1,460.0
negative,,,0,1050,mult,2,792,large,4_9_mult_FNI.jpg,111,False,1680,-0.0658056113268,0.00760247464958,0,220.0
neutral,,,1,1050,add,2,1261,large,6_8_add_true.jpg,111,True,1680,0.768702144411,0.658074009241,1,460.0
neutral,,,1,1050,add,1,1401,large,9_7_add_FI.jpg,111,False,1680,-0.339757372621,-0.246358219798,0,180.0
negative,,,1,1050,add,1,1637,large,8_4_add_FNI.jpg,111,False,1680,1.82424483524,1.27655011664,0,220.0
negative,,,0,1050,add,2,2046,large,4_9_add_FNI.jpg,111,False,1680,1.566277127,1.2662930443,3,40.0
neutral,,,1,1050,add,2,1179,small,2_7_add_true.jpg,111,True,1680,0.516521825283,0.123977935748,1,400.0
neutral,,,0,1050,mult,2,2146,small,3_6_mult_FI.jpg,111,False,1680,1.37397094631,0.0827029908127,2,260.0
neutral,,,1,1050,add,1,1554,small,3_6_add_FNI.jpg,111,False,1680,1.27816627828,-0.380978243429,1,300.0
neutral,,,1,1050,mult,2,1321,large,4_9_mult_true.jpg,111,True,1680,-0.125148468377,-0.127225692251,0,480.0
negative,,,1,1050,add,2,1563,large,6_8_add_true.jpg,111,True,1680,0.756689386439,0.519625522486,1,520.0
negative,,,1,1050,add,2,1327,small,5_3_add_true.jpg,111,True,1680,0.620115950088,0.577859965252,1,460.0
neutral,,,1,1050,mult,1,1218,small,5_3_mult_FI.jpg,111,False,1680,1.21007691874,1.01965911645,0,460.0
neutral,,,1,1050,add,2,1245,small,3_6_add_true.jpg,111,True,1680,-0.209253784533,-0.0578897205313,0,460.0
negative,,,0,1050,add,2,1185,large,9_7_add_FI.jpg,111,False,1680,-0.1418450528,-0.106933470492,0,460.0
negative,,,1,1050,mult,2,1427,large,9_7_mult_true.jpg,111,True,1680,1.47602532929,1.1774887209,0,300.0
negative,,,1,1050,add,2,925,large,8_4_add_true.jpg,111,True,1680,0.36105877278,0.37694312659,0,120.0
neutral,,,1,1050,mult,2,984,large,8_4_mult_true.jpg,111,True,1680,-0.0695309977259,-0.0362944131957,0,360.0
neutral,,,0,1050,add,2,1545,small,8_2_add_FNI.jpg,111,False,1680,0.988981312461,0.142818140918,2,680.0
negative,,,1,1050,mult,1,1934,large,9_7_mult_FI.jpg,111,False,1680,1.50222483684,0.719721287094,2,780.0
neutral,,,0,1050,add,2,1158,small,5_3_add_FNI.jpg,111,False,1680,-0.242942927071,-0.227474270534,0,500.0
neutral,,,1,1050,add,1,1350,small,2_7_add_FI.jpg,111,False,1680,1.09382134527,0.837547068688,1,300.0
negative,,,1,1050,add,1,1663,small,2_7_add_FNI.jpg,111,False,1680,1.62207266042,1.57106587968,2,520.0
negative,,,0,1050,mult,2,1040,large,9_7_mult_FNI.jpg,111,False,1680,-0.089568104727,-0.0834815582734,0,520.0
negative,,,1,1050,add,2,1847,small,5_3_add_true.jpg,111,True,1680,0.651045043841,0.435047513685,2,520.0
negative,,,0,1050,mult,1,1278,small,3_6_mult_true.jpg,111,True,1680,0.861182155295,0.291453652174,1,500.0
negative,,,1,1050,add,2,1259,small,3_6_add_true.jpg,111,True,1680,-0.266328299924,-0.296725931227,0,500.0
negative,,,1,1050,add,2,970,small,8_2_add_true.jpg,111,True,1680,0.239475481601,0.246682045168,0,100.0
neutral,,,0,1050,mult,2,1478,large,9_7_mult_FI.jpg,111,False,1680,1.65669065886,1.22570237474,0,400.0
negative,,,1,1050,mult,1,1262,small,5_3_mult_FI.jpg,111,False,1680,0.469039236694,0.363918021389,0,500.0
negative,,,1,1050,mult,2,1312,small,8_2_mult_true.jpg,111,True,1680,0.0628347176902,-0.0156450331862,0,620.0
negative,,,1,1050,add,2,1145,large,4_9_add_true.jpg,111,True,1680,0.217807934245,0.297963890089,0,580.0
negative,,,1,1050,add,1,1280,large,4_9_add_FI.jpg,111,False,1680,0.275358888725,0.221734069347,1,380.0
neutral,,,1,1050,mult,2,1060,small,3_6_mult_true.jpg,111,True,1680,0.304797920626,0.287416406741,0,420.0
neutral,,,0,1050,mult,1,1233,small,8_2_mult_true.jpg,111,True,1680,1.01072006234,0.931147989204,0,600.0
negative,,,0,1050,add,2,1425,small,3_6_add_FNI.jpg,111,False,1680,0.185298556929,0.135812158967,0,300.0
neutral,,,1,1050,add,1,1629,small,2_7_add_FNI.jpg,111,False,1680,1.46586272177,0.287897307421,1,300.0
neutral,,,1,1050,add,1,1491,small,3_6_add_FI.jpg,111,False,1680,1.54789263557,1.62477841174,0,460.0
negative,,,1,1050,mult,1,1679,small,8_2_mult_FNI.jpg,111,False,1680,0.539245938827,0.716619008546,1,340.0
neutral,,,1,1050,add,1,1313,small,8_2_add_FI.jpg,111,False,1680,1.2500817392,1.15653267284,0,420.0
neutral,,,1,1050,add,2,2222,small,5_3_add_true.jpg,111,True,1680,1.29448592836,0.0260488253035,1,420.0
neutral,,,1,1050,add,2,1685,large,8_4_add_true.jpg,111,True,1680,1.33473126037,1.11085413654,1,560.0
negative,,,1,1050,mult,1,1122,small,2_7_mult_FNI.jpg,111,False,1680,0.35417095966,0.249045608066,0,80.0
neutral,,,1,1050,mult,1,1794,large,8_4_mult_FI.jpg,111,False,1680,1.80976094762,1.70343504067,1,380.0
neutral,,,1,1050,mult,1,2288,large,6_8_mult_FI.jpg,111,False,1680,1.51262127197,1.06123060739,2,280.0
neutral,,,1,1050,mult,1,2435,small,3_6_mult_FNI.jpg,111,False,1680,1.84875676434,1.56083453925,3,80.0
negative,,,1,1050,add,2,1536,large,4_9_add_true.jpg,111,True,1680,0.598863994929,0.401929857487,1,160.0
neutral,,,1,1050,mult,1,1480,large,8_4_mult_FNI.jpg,111,False,1680,1.40625338874,1.42500200294,0,640.0
neutral,,,1,1050,add,2,1839,large,9_7_add_true.jpg,111,True,1680,1.52785677297,0.038781832974,1,480.0
negative,,,1,1050,mult,1,2128,large,8_4_mult_FNI.jpg,111,False,1680,1.72314623922,1.4838801993,3,500.0
negative,,,1,1050,mult,1,1081,small,5_3_mult_FNI.jpg,111,False,1680,0.214122430042,0.209879323419,0,540.0
neutral,,,1,1050,mult,2,1014,large,9_7_mult_true.jpg,111,True,1680,0.146395577297,-0.00263994230658,0,420.0
neutral,,,0,1050,add,2,1785,large,9_7_add_FNI.jpg,111,False,1680,1.54584809058,1.03619953586,1,540.0
negative,,,1,1050,add,1,1155,small,8_2_add_FI.jpg,111,False,1680,0.307251108011,0.350788570934,0,540.0
negative,,,1,1050,add,2,1631,small,2_7_add_true.jpg,111,True,1680,0.584594078063,0.683826104534,3,860.0
negative,,,1,1050,mult,2,1064,small,2_7_mult_true.jpg,111,True,1680,0.632146915997,-0.112229448666,0,120.0
neutral,,,1,1050,add,2,1171,large,4_9_add_true.jpg,111,True,1680,0.720715360978,0.3073901186,1,260.0
negative,,,0,1050,mult,1,1326,large,9_7_mult_true.jpg,111,True,1680,-0.239529495537,-0.186824394155,0,300.0
neutral,,,1,1050,add,2,1293,small,2_7_add_true.jpg,111,True,1680,0.150043581076,0.140848388569,0,480.0
neutral,,,1,1050,mult,1,1171,small,5_3_mult_FNI.jpg,111,False,1680,0.897011536408,0.782120074149,1,480.0
negative,,,1,1050,mult,2,1190,small,3_6_mult_true.jpg,111,True,1680,0.35141284884,-0.13673169085,2,420.0
neutral,,,1,1050,add,1,1511,large,6_8_add_FNI.jpg,111,False,1680,1.775941243,1.89623456935,1,460.0
negative,,,1,1050,add,1,1617,small,5_3_add_FI.jpg,111,False,1680,1.71176961036,1.12354502641,2,320.0
negative,,,1,1050,add,2,1124,small,3_6_add_true.jpg,111,True,1680,0.794922984394,0.722931715041,1,400.0
neutral,,,1,1050,mult,1,1175,small,8_2_mult_FNI.jpg,111,False,1680,0.168211287674,-0.0842943573798,0,360.0
negative,,,1,1050,add,2,1288,large,6_8_add_true.jpg,111,True,1680,-0.172890460863,-0.154960577296,0,380.0
neutral,,,1,1050,add,2,1408,small,8_2_add_true.jpg,111,True,1680,1.70732366349,1.13708544868,1,60.0
negative,,,1,1050,add,2,1279,small,2_7_add_true.jpg,111,True,1680,-0.380528032581,-0.273514445042,0,440.0
neutral,,,1,1050,add,2,1518,large,8_4_add_true.jpg,111,True,1680,1.74674521557,0.723892784204,1,560.0
neutral,,,1,1050,mult,2,1453,large,6_8_mult_true.jpg,111,True,1680,1.74512708621,1.56613852947,0,360.0
neutral,,,1,1050,add,2,1718,small,5_3_add_true.jpg,111,True,1680,0.412557606751,0.150093974835,1,240.0
negative,,,1,1050,add,2,1136,large,9_7_add_true.jpg,111,True,1680,0.278966900909,0.341233897749,0,380.0
negative,,,1,1050,mult,2,1472,small,5_3_mult_true.jpg,111,True,1680,1.82457860877,0.907241131618,1,240.0
neutral,,,1,1050,add,2,1264,small,8_2_add_true.jpg,111,True,1680,0.382872342172,0.444124435553,1,580.0
negative,,,1,1050,mult,1,1291,large,6_8_mult_FI.jpg,111,False,1680,1.38323916308,1.26020737272,1,220.0
negative,,,1,1050,mult,1,1362,small,2_7_mult_FI.jpg,111,False,1680,0.652880150684,0.647293838462,0,340.0
negative,,,1,1050,mult,1,1514,large,6_8_mult_FNI.jpg,111,False,1680,0.71745379834,0.574282882548,0,420.0
negative,,,1,1050,add,2,1205,large,8_4_add_true.jpg,111,True,1680,0.120699514052,0.112290825487,0,620.0
negative,,,1,1050,mult,1,1102,small,8_2_mult_FI.jpg,111,False,1680,0.587311224855,0.643750480966,0,420.0
neutral,,,1,1050,mult,1,2367,large,4_9_mult_FNI.jpg,111,False,1680,1.15544704641,-0.0501295634828,3,560.0
neutral,,,1,1050,add,2,1605,large,9_7_add_true.jpg,111,True,1680,-0.1653276683,0.0395407027711,0,740.0
neutral,,,1,1050,mult,1,1206,large,6_8_mult_FNI.jpg,111,False,1680,-0.128018423862,-0.0766580668107,0,280.0
negative,,,1,1050,add,1,1941,large,6_8_add_FNI.jpg,111,False,1680,1.6068927402,0.996741629482,2,700.0
