SOAcondition,Unnamed: 12,Unnamed: 13,accuracy,height,operation,response,rt,size,stimulus,subject_nr,truth,width,md,auc,xflips,init_time
neutral,,,0,1050,add,1,1252,small,5_3_add_true.jpg,101,True,1680,1.4076285924,1.22913890243,0,400.0
neutral,,,1,1050,add,2,1512,large,6_8_add_true.jpg,101,True,1680,0.166534946218,0.0922388341954,0,360.0
negative,,,1,1050,mult,1,1770,small,3_6_mult_FNI.jpg,101,False,1680,0.563429011843,0.359404842585,2,240.0
neutral,,,1,1050,add,2,1507,small,3_6_add_true.jpg,101,True,1680,0.111816465429,-0.0420100066423,0,440.0
negative,,,1,1050,mult,1,1532,small,3_6_mult_FI.jpg,101,False,1680,0.245367323855,-0.0757363058592,0,120.0
neutral,,,1,1050,add,1,1703,large,9_7_add_FI.jpg,101,False,1680,1.59386196203,1.48848459425,0,600.0
negative,,,1,1050,mult,1,1399,small,2_7_mult_FNI.jpg,101,False,1680,0.771073647691,0.601538869988,2,40.0
negative,,,1,1050,add,1,1549,small,3_6_add_FI.jpg,101,False,1680,0.336925675607,0.220833980553,0,340.0
negative,,,1,1050,mult,2,942,large,6_8_mult_true.jpg,101,True,1680,0.136516275085,0.00896901701177,0,200.0
negative,,,1,1050,add,1,1166,small,5_3_add_FNI.jpg,101,False,1680,0.848415547975,0.457116824119,0,240.0
negative,,,1,1050,add,2,1304,large,4_9_add_true.jpg,101,True,1680,-0.215646027224,-0.21999330346,0,640.0
negative,,,0,1050,mult,2,1070,large,9_7_mult_FNI.jpg,101,False,1680,0.267843602808,0.182486578575,0,40.0
negative,,,1,1050,add,2,1323,small,8_2_add_true.jpg,101,True,1680,0.677828709563,0.506282422304,2,60.0
negative,,,1,1050,mult,2,1163,small,3_6_mult_true.jpg,101,True,1680,0.103077835609,0.0685469537758,0,40.0
negative,,,1,1050,mult,2,1338,large,8_4_mult_true.jpg,101,True,1680,0.327204128574,0.185730847831,0,40.0
neutral,,,1,1050,mult,2,1010,small,3_6_mult_true.jpg,101,True,1680,0.144962925617,0.115913552976,0,60.0
negative,,,1,1050,add,1,1690,large,4_9_add_FNI.jpg,101,False,1680,0.998981390907,0.48152376511,0,80.0
negative,,,0,1050,mult,2,1700,large,4_9_mult_FNI.jpg,101,False,1680,0.297551643773,0.144540253218,1,60.0
negative,,,1,1050,add,2,1090,small,2_7_add_true.jpg,101,True,1680,0.0846999836082,0.0255950298507,0,100.0
neutral,,,1,1050,add,2,1047,small,5_3_add_true.jpg,101,True,1680,0.162695369032,0.158698049642,0,420.0
negative,,,1,1050,add,1,1225,large,8_4_add_FI.jpg,101,False,1680,0.341866567837,-0.0537619927135,0,80.0
negative,,,1,1050,mult,2,1127,small,5_3_mult_true.jpg,101,True,1680,-0.0859594510338,-0.0176467379484,0,80.0
neutral,,,0,1050,mult,2,1238,large,4_9_mult_FNI.jpg,101,False,1680,0.23291705012,0.143042270454,0,40.0
neutral,,,1,1050,add,1,1320,small,5_3_add_FI.jpg,101,False,1680,1.24798982449,0.984226464526,1,240.0
neutral,,,1,1050,mult,2,1099,large,4_9_mult_true.jpg,101,True,1680,0.201533533663,0.0818216769815,1,60.0
neutral,,,1,1050,add,2,1129,small,8_2_add_true.jpg,101,True,1680,0.389105935234,-0.0396605521585,0,100.0
neutral,,,1,1050,mult,2,996,small,5_3_mult_true.jpg,101,True,1680,0.0931929952489,0.105464761102,0,420.0
negative,,,1,1050,mult,1,1380,large,6_8_mult_FI.jpg,101,False,1680,0.733937688916,0.555224622667,1,120.0
neutral,,,1,1050,mult,2,2524,small,2_7_mult_FNI.jpg,102,False,1680,1.63025054268,1.36353081547,2,180.0
neutral,,,1,1050,add,1,1292,small,3_6_add_true.jpg,102,True,1680,-0.0746465525076,-0.0172735565669,0,620.0
neutral,,,1,1050,mult,1,1871,small,2_7_mult_true.jpg,102,True,1680,1.56173133232,0.784805552692,5,220.0
negative,,,1,1050,mult,2,2207,large,9_7_mult_FI.jpg,102,False,1680,1.65245959173,1.46756043259,2,140.0
negative,,,1,1050,mult,1,2825,small,3_6_mult_true.jpg,102,True,1680,0.706937796162,0.286572817091,5,40.0
negative,,,1,1050,add,2,1488,small,8_2_add_FNI.jpg,102,False,1680,0.882184561461,0.671705462503,0,40.0
neutral,,,1,1050,mult,2,1938,large,9_7_mult_FI.jpg,102,False,1680,1.64734349715,1.24372689196,0,140.0
neutral,,,1,1050,add,1,1004,small,8_2_add_true.jpg,102,True,1680,-0.322067261264,-0.0802213259793,0,200.0
neutral,,,1,1050,add,1,1057,small,5_3_add_true.jpg,102,True,1680,-0.363730669636,-0.243122740853,0,60.0
neutral,,,0,1050,mult,-1,None,large,6_8_mult_FNI.jpg,102,False,1680,1.6075607844,1.83448271185,4,520.0
neutral,,,1,1050,mult,1,1267,large,9_7_mult_true.jpg,102,True,1680,0.293222649989,0.101174004084,1,60.0
neutral,,,1,1050,add,1,909,small,3_6_add_true.jpg,102,True,1680,-0.433597410204,-0.412884159229,0,200.0
negative,,,1,1050,add,2,1230,small,3_6_add_FNI.jpg,102,False,1680,1.35856889163,1.30400524762,1,480.0
negative,,,1,1050,mult,2,1303,small,5_3_mult_FNI.jpg,102,False,1680,0.992218625939,0.989448489936,2,340.0
negative,,,1,1050,add,1,1219,small,2_7_add_true.jpg,102,True,1680,-0.246022089905,-0.315237995349,0,80.0
neutral,,,1,1050,mult,2,1419,small,5_3_mult_FI.jpg,102,False,1680,0.638357135668,0.570698596253,0,420.0
negative,,,1,1050,add,2,1527,small,2_7_add_FI.jpg,102,False,1680,0.709822757561,0.640021079067,1,60.0
negative,,,1,1050,mult,2,1199,large,8_4_mult_FNI.jpg,102,False,1680,1.08992071609,0.970629846541,1,100.0
negative,,,1,1050,mult,2,1942,large,4_9_mult_FI.jpg,102,False,1680,1.63916816715,1.68256517179,0,320.0
neutral,,,1,1050,add,1,1587,large,8_4_add_true.jpg,102,True,1680,0.423561031859,0.184688695543,0,140.0
negative,,,1,1050,mult,1,1412,small,2_7_mult_true.jpg,102,True,1680,1.38136257,1.15172485614,1,140.0
neutral,,,1,1050,mult,1,1446,large,4_9_mult_true.jpg,102,True,1680,0.190724926835,0.00228472323189,0,180.0
negative,,,1,1050,add,2,2114,large,8_4_add_FNI.jpg,102,False,1680,1.58257501216,1.00599227317,3,300.0
negative,,,1,1050,add,1,1193,small,8_2_add_true.jpg,102,True,1680,0.877808902968,0.688701956444,1,60.0
negative,,,1,1050,mult,2,1559,small,3_6_mult_FNI.jpg,102,False,1680,0.558045880899,0.245903086582,2,320.0
negative,,,1,1050,add,1,1395,small,2_7_add_true.jpg,102,True,1680,0.126745059702,0.162510711772,0,180.0
negative,,,1,1050,mult,1,1519,small,5_3_mult_true.jpg,102,True,1680,0.45080753239,0.493558752018,3,340.0
negative,,,1,1050,mult,1,1348,large,4_9_mult_true.jpg,102,True,1680,0.303150539064,0.107394543076,0,520.0
neutral,,,1,1050,add,2,1751,large,4_9_add_FI.jpg,102,False,1680,1.60411754394,1.55303234053,2,460.0
negative,,,1,1050,add,2,1322,large,4_9_add_FI.jpg,102,False,1680,1.24282593136,1.26833628159,0,440.0
negative,,,1,1050,add,1,1243,large,8_4_add_true.jpg,102,True,1680,0.407337595793,0.415748885705,0,140.0
neutral,,,1,1050,add,1,1246,small,5_3_add_true.jpg,102,True,1680,0.182696237617,0.0147102201225,0,60.0
neutral,,,1,1050,add,2,1699,large,8_4_add_FNI.jpg,102,False,1680,1.68966014415,1.63656606493,0,60.0
negative,,,1,1050,mult,1,1265,large,6_8_mult_true.jpg,102,True,1680,-0.442172391905,-0.502682094493,0,460.0
negative,,,1,1050,add,2,1419,large,6_8_add_FI.jpg,102,False,1680,1.56058800754,1.66465333769,2,520.0
negative,,,1,1050,mult,1,1210,large,8_4_mult_true.jpg,102,True,1680,-0.330347041984,-0.336653763946,2,480.0
negative,,,1,1050,add,1,1025,small,3_6_add_true.jpg,102,True,1680,-0.134944417481,-0.125560823588,0,440.0
negative,,,1,1050,mult,2,1389,large,4_9_mult_FNI.jpg,102,False,1680,1.38497380705,1.76930163886,1,380.0
neutral,,,1,1050,mult,1,1182,large,6_8_mult_true.jpg,102,True,1680,-0.301611231912,-0.186078087809,1,240.0
negative,,,1,1050,mult,1,1338,small,3_6_mult_true.jpg,102,True,1680,-0.347348999629,-0.261566116784,0,140.0
negative,,,1,1050,add,1,1827,large,6_8_add_true.jpg,102,True,1680,1.34293637339,0.441741076468,0,100.0
negative,,,1,1050,mult,1,1193,small,2_7_mult_true.jpg,102,True,1680,0.209244500443,0.0426614556322,2,160.0
negative,,,1,1050,add,1,1043,small,3_6_add_true.jpg,102,True,1680,-0.460833396061,-0.602056606016,0,360.0
negative,,,1,1050,mult,2,1230,small,5_3_mult_FI.jpg,102,False,1680,1.56395206143,1.78072643369,0,400.0
neutral,,,0,1050,add,1,999,small,2_7_add_FI.jpg,102,False,1680,-0.246990434433,-0.308159618516,0,320.0
neutral,,,0,1050,add,1,2757,small,5_3_add_FI.jpg,102,False,1680,1.6694631626,0.402407483208,4,520.0
neutral,,,1,1050,add,1,1894,large,4_9_add_true.jpg,102,True,1680,-0.358626585153,-0.311504742276,0,60.0
neutral,,,1,1050,add,1,1459,large,9_7_add_true.jpg,102,True,1680,-0.393300367122,-0.0572175263179,1,60.0
neutral,,,1,1050,mult,1,1088,small,2_7_mult_true.jpg,102,True,1680,-0.398623522824,-0.0887530089745,2,320.0
neutral,,,1,1050,mult,2,1291,small,5_3_mult_FNI.jpg,102,False,1680,0.9931493274,0.9270757971,2,80.0
neutral,,,1,1050,mult,1,1010,small,5_3_mult_true.jpg,102,True,1680,-0.655213651326,-0.534333806372,0,140.0
neutral,,,1,1050,mult,2,1259,small,8_2_mult_FNI.jpg,102,False,1680,1.41530259736,1.5371455104,0,160.0
neutral,,,1,1050,add,2,1758,large,9_7_add_FI.jpg,102,False,1680,1.71382154161,2.0754964204,0,480.0
negative,,,1,1050,add,1,1428,large,9_7_add_true.jpg,102,True,1680,-0.389330684946,-0.473543880307,1,520.0
negative,,,1,1050,mult,2,1646,large,6_8_mult_FNI.jpg,102,False,1680,1.63323048911,1.88575052041,0,420.0
neutral,,,1,1050,add,1,1413,large,6_8_add_true.jpg,102,True,1680,-0.320125058781,-0.361720430676,1,40.0
neutral,,,1,1050,mult,1,1970,small,8_2_mult_true.jpg,102,True,1680,-0.527384473446,-0.512938709701,1,260.0
negative,,,1,1050,add,1,1301,large,6_8_add_true.jpg,102,True,1680,-0.12840227728,-0.0999032072738,0,60.0
negative,,,1,1050,mult,2,1479,small,3_6_mult_FI.jpg,102,False,1680,1.82344472881,2.50730665361,1,300.0
neutral,,,1,1050,mult,2,1637,small,2_7_mult_FI.jpg,102,False,1680,1.50050762631,1.33812856175,2,60.0
neutral,,,1,1050,add,1,1341,large,9_7_add_true.jpg,102,True,1680,0.333218855078,0.267890744015,0,40.0
neutral,,,1,1050,add,1,1445,small,2_7_add_true.jpg,102,True,1680,0.765194224944,0.268270795392,1,180.0
negative,,,1,1050,mult,2,1261,small,8_2_mult_FI.jpg,102,False,1680,1.32904151209,1.04182862534,1,280.0
neutral,,,1,1050,add,1,1124,small,2_7_add_true.jpg,102,True,1680,-0.21335446872,-0.223025213772,1,60.0
negative,,,1,1050,add,2,1326,small,8_2_add_FI.jpg,102,False,1680,0.92951839806,0.700844387253,0,180.0
neutral,,,1,1050,mult,1,1253,small,5_3_mult_true.jpg,102,True,1680,-0.140561787396,-0.0656772800408,0,500.0
neutral,,,1,1050,mult,2,2014,large,8_4_mult_FNI.jpg,102,False,1680,1.59259010036,1.07406515327,1,120.0
negative,,,1,1050,mult,1,1317,large,4_9_mult_true.jpg,102,True,1680,0.120219024109,0.0162249012071,0,40.0
negative,,,1,1050,add,1,1072,small,8_2_add_true.jpg,102,True,1680,-0.143205226479,-0.145781589979,0,60.0
neutral,,,1,1050,mult,1,1270,large,6_8_mult_true.jpg,102,True,1680,-0.276239579411,-0.147644113696,0,220.0
neutral,,,1,1050,mult,2,1591,large,9_7_mult_FNI.jpg,102,False,1680,0.31190963274,0.0721195088145,0,220.0
negative,,,1,1050,add,1,1213,large,9_7_add_true.jpg,102,True,1680,-0.0615974260666,-0.0595996831178,0,80.0
neutral,,,1,1050,add,2,2710,large,4_9_add_FNI.jpg,102,False,1680,1.67313737049,1.53881960696,2,800.0
negative,,,1,1050,add,1,1391,large,4_9_add_true.jpg,102,True,1680,0.319703091061,0.2047934118,0,280.0
neutral,,,1,1050,add,2,1595,small,5_3_add_FNI.jpg,102,False,1680,1.44182297627,1.43659606203,1,260.0
neutral,,,1,1050,add,1,1592,small,8_2_add_true.jpg,102,True,1680,1.57796688197,1.59325442805,0,60.0
neutral,,,1,1050,mult,2,1879,small,8_2_mult_FI.jpg,102,False,1680,1.668531611,0.286680661797,1,440.0
neutral,,,1,1050,add,2,1694,large,6_8_add_FNI.jpg,102,False,1680,0.407979904961,0.441344410227,4,200.0
negative,,,1,1050,add,1,1831,large,4_9_add_true.jpg,102,True,1680,1.56391393472,1.15397911235,2,120.0
neutral,,,1,1050,add,2,1541,small,8_2_add_FI.jpg,102,False,1680,-0.335967943738,-0.437586062138,0,480.0
negative,,,1,1050,mult,2,1571,small,8_2_mult_FNI.jpg,102,False,1680,1.55048872662,1.47721407064,1,560.0
neutral,,,1,1050,add,2,1782,large,9_7_add_FNI.jpg,102,False,1680,-0.206443752772,-0.230162581306,0,300.0
neutral,,,1,1050,mult,1,1261,large,4_9_mult_true.jpg,102,True,1680,-0.207431738858,-0.145831002674,0,420.0
negative,,,1,1050,mult,1,1351,small,8_2_mult_true.jpg,102,True,1680,1.58134700751,1.32152275885,0,220.0
negative,,,1,1050,mult,2,1151,small,2_7_mult_FNI.jpg,102,False,1680,0.304515578904,0.0183047177505,0,120.0
neutral,,,1,1050,mult,2,1786,small,3_6_mult_FNI.jpg,102,False,1680,1.68608762349,1.63125921025,2,560.0
negative,,,1,1050,mult,1,1067,large,6_8_mult_true.jpg,102,True,1680,0.208458538633,0.198490247399,0,180.0
neutral,,,1,1050,add,1,1297,large,4_9_add_true.jpg,102,True,1680,0.10084303883,0.0588831956385,2,120.0
neutral,,,1,1050,mult,2,1390,small,3_6_mult_FI.jpg,102,False,1680,1.42347987378,1.47228598644,0,320.0
negative,,,1,1050,add,1,1046,small,5_3_add_true.jpg,102,True,1680,-0.0576319280796,0.0215677540622,0,120.0
neutral,,,1,1050,add,2,1615,small,3_6_add_FNI.jpg,102,False,1680,1.37717114557,1.68605984173,2,580.0
negative,,,1,1050,add,2,1381,large,9_7_add_FI.jpg,102,False,1680,0.562630804038,0.722971683882,0,120.0
neutral,,,1,1050,mult,1,2085,small,3_6_mult_true.jpg,102,True,1680,1.5162538875,0.886000978517,3,1080.0
neutral,,,0,1050,add,1,1299,small,3_6_add_FI.jpg,102,False,1680,0.458037809064,0.340145036118,2,320.0
neutral,,,1,1050,add,2,1594,small,8_2_add_FNI.jpg,102,False,1680,1.49714403996,1.17821960724,3,60.0
negative,,,1,1050,add,2,1292,small,3_6_add_FI.jpg,102,False,1680,-0.617956115111,-0.205673962644,1,680.0
neutral,,,1,1050,mult,2,1757,large,4_9_mult_FNI.jpg,102,False,1680,1.72300854637,1.41255076219,0,240.0
negative,,,1,1050,add,2,1436,large,6_8_add_FNI.jpg,102,False,1680,1.52462016853,1.60024041358,1,400.0
negative,,,1,1050,add,2,1853,large,9_7_add_FNI.jpg,102,False,1680,1.56713952603,1.73693201293,0,260.0
neutral,,,1,1050,add,1,1318,large,8_4_add_true.jpg,102,True,1680,0.175505473435,-0.0454425524639,0,140.0
neutral,,,1,1050,mult,2,1362,large,8_4_mult_FI.jpg,102,False,1680,0.505708984356,0.251575270439,1,60.0
negative,,,1,1050,mult,1,1392,large,9_7_mult_true.jpg,102,True,1680,0.96627572559,0.835152121473,0,380.0
neutral,,,1,1050,add,2,1674,large,8_4_add_FI.jpg,102,False,1680,1.01456782622,0.748163003179,2,480.0
negative,,,1,1050,add,2,1725,small,5_3_add_FNI.jpg,102,False,1680,1.7678176498,1.19113491505,2,460.0
neutral,,,1,1050,mult,1,1243,large,8_4_mult_true.jpg,102,True,1680,0.17127524229,0.128882392518,0,220.0
negative,,,1,1050,mult,2,1161,small,2_7_mult_FI.jpg,102,False,1680,0.603595213367,0.533098660742,0,120.0
neutral,,,1,1050,mult,2,1536,large,6_8_mult_FI.jpg,102,False,1680,0.986666682096,1.16527623865,0,160.0
neutral,,,1,1050,mult,2,1619,large,4_9_mult_FI.jpg,102,False,1680,1.52490562733,1.64187441834,0,340.0
negative,,,1,1050,mult,1,1022,large,8_4_mult_true.jpg,102,True,1680,-0.371293704614,-0.298652277903,0,240.0
neutral,,,1,1050,mult,1,1154,large,8_4_mult_true.jpg,102,True,1680,0.213467113012,0.112043339225,0,280.0
negative,,,1,1050,add,2,1790,large,4_9_add_FNI.jpg,102,False,1680,1.7036611428,1.74658121171,0,220.0
negative,,,1,1050,mult,1,1073,small,8_2_mult_true.jpg,102,True,1680,0.0969584964971,0.0722319059005,1,40.0
neutral,,,1,1050,add,2,1357,small,2_7_add_FNI.jpg,102,False,1680,0.494929193419,0.181043549713,0,100.0
negative,,,1,1050,mult,1,1374,large,9_7_mult_true.jpg,102,True,1680,1.48137271826,1.02395163794,1,120.0
neutral,,,1,1050,mult,1,1149,large,9_7_mult_true.jpg,102,True,1680,-0.270030216342,-0.148282833971,0,260.0
negative,,,1,1050,mult,2,1118,large,8_4_mult_FI.jpg,102,False,1680,-0.135973273535,-0.0970133144799,1,40.0
neutral,,,1,1050,add,1,1521,large,6_8_add_true.jpg,102,True,1680,1.61694340153,0.537685292803,1,300.0
negative,,,1,1050,add,1,981,small,5_3_add_true.jpg,102,True,1680,0.219584133338,0.154873268688,0,260.0
negative,,,1,1050,mult,1,1199,small,5_3_mult_true.jpg,102,True,1680,0.420232681723,-0.070621092989,1,380.0
negative,,,1,1050,mult,2,1271,large,9_7_mult_FNI.jpg,102,False,1680,0.376527467577,0.310712170565,2,80.0
negative,,,1,1050,add,2,1206,small,2_7_add_FNI.jpg,102,False,1680,0.569662082206,0.584819389645,0,40.0
neutral,,,1,1050,mult,1,1169,small,8_2_mult_true.jpg,102,True,1680,-0.181256750409,-0.0276381903296,0,240.0
negative,,,1,1050,add,1,1133,large,8_4_add_true.jpg,102,True,1680,0.384411631644,0.179062663052,1,80.0
neutral,,,1,1050,add,2,1509,large,6_8_add_FI.jpg,102,False,1680,1.18086764929,1.27134932139,0,40.0
neutral,,,1,1050,mult,1,1409,small,3_6_mult_true.jpg,102,True,1680,0.154725490203,0.0997793168699,0,40.0
negative,,,1,1050,mult,2,1154,large,6_8_mult_FI.jpg,102,False,1680,0.37425422844,0.163510004446,0,40.0
negative,,,1,1050,add,2,1678,large,8_4_add_FI.jpg,102,False,1680,1.61249406763,1.41785142548,2,560.0
negative,,,0,1050,add,1,1433,small,5_3_add_FI.jpg,102,False,1680,1.62217779067,1.51405332849,0,40.0
neutral,,,1,1050,add,2,1355,large,6_8_add_FI.jpg,102,False,1680,-0.358262354061,0.1227859487,0,40.0
neutral,,,1,1050,mult,1,1147,large,4_9_mult_true.jpg,102,True,1680,0.0820454483034,-0.0111768846446,0,40.0
neutral,,,1,1050,mult,2,1347,large,8_4_mult_FI.jpg,102,False,1680,1.09211563038,0.668029713419,3,60.0
negative,,,1,1050,add,2,1661,small,2_7_add_FNI.jpg,102,False,1680,1.66996064044,1.11979506054,4,360.0
negative,,,1,1050,mult,1,1094,large,4_9_mult_true.jpg,102,True,1680,-0.159748471698,-0.147233971001,0,580.0
negative,,,1,1050,add,1,1149,small,5_3_add_true.jpg,102,True,1680,1.59499883046,0.839478453984,0,60.0
neutral,,,1,1050,add,1,1181,large,6_8_add_true.jpg,102,True,1680,0.231803502848,0.131701363638,0,60.0
negative,,,1,1050,mult,2,1485,large,4_9_mult_FNI.jpg,102,False,1680,1.12694438643,0.885261614722,4,120.0
negative,,,1,1050,add,2,1365,small,5_3_add_FNI.jpg,102,False,1680,1.56390122714,1.31852249282,1,420.0
negative,,,1,1050,mult,1,1175,large,9_7_mult_true.jpg,102,True,1680,0.877742400328,0.658355395848,1,40.0
negative,,,1,1050,mult,2,1242,large,4_9_mult_FI.jpg,102,False,1680,0.967326327083,0.788635066826,0,160.0
neutral,,,1,1050,add,2,1458,large,4_9_add_FI.jpg,102,False,1680,0.802612259712,0.72340918047,1,40.0
negative,,,1,1050,mult,2,1271,large,9_7_mult_FI.jpg,102,False,1680,1.00631058934,0.873423194961,1,460.0
negative,,,1,1050,mult,1,1453,small,3_6_mult_true.jpg,102,True,1680,1.02440539213,0.896409877916,0,80.0
negative,,,1,1050,mult,1,1236,small,2_7_mult_true.jpg,102,True,1680,0.800872462042,0.601009973169,0,100.0
negative,,,1,1050,mult,1,1302,large,6_8_mult_true.jpg,102,True,1680,0.365724344651,0.195885035736,1,60.0
negative,,,1,1050,add,2,1436,small,5_3_add_FI.jpg,102,False,1680,1.63269699576,0.899431187412,1,60.0
neutral,,,1,1050,add,2,1294,large,9_7_add_FI.jpg,102,False,1680,0.934019131596,0.61323720538,0,300.0
negative,,,0,1050,add,1,989,large,6_8_add_FNI.jpg,102,False,1680,0.241926765635,0.203411485713,0,120.0
negative,,,1,1050,add,1,1052,small,2_7_add_true.jpg,102,True,1680,0.23500198181,0.214990575403,0,480.0
neutral,,,1,1050,add,1,1572,small,8_2_add_true.jpg,102,True,1680,1.72405582786,0.824479484683,0,100.0
negative,,,1,1050,add,1,1477,large,9_7_add_true.jpg,102,True,1680,-0.344819650037,-0.212154236241,1,320.0
negative,,,1,1050,add,1,1285,small,3_6_add_true.jpg,102,True,1680,0.627396716747,0.32545476316,0,100.0
negative,,,1,1050,add,1,1147,small,2_7_add_true.jpg,102,True,1680,0.443119607508,0.379410412502,0,120.0
neutral,,,1,1050,add,2,1851,large,8_4_add_FNI.jpg,102,False,1680,1.64170961441,1.51149052204,0,60.0
neutral,,,1,1050,mult,1,1069,small,5_3_mult_true.jpg,102,True,1680,0.0691458271421,0.0143192524208,0,100.0
neutral,,,1,1050,mult,1,999,small,5_3_mult_true.jpg,102,True,1680,0.106112937391,-0.0343916679738,0,140.0
neutral,,,1,1050,add,2,1493,small,5_3_add_FNI.jpg,102,False,1680,1.27206869816,1.09059546676,1,280.0
negative,,,0,1050,add,1,1445,small,3_6_add_FI.jpg,102,False,1680,1.61412179462,0.784607868021,1,60.0
neutral,,,1,1050,mult,1,1396,large,4_9_mult_true.jpg,102,True,1680,0.255933901549,0.325243323696,0,180.0
neutral,,,1,1050,add,2,1228,large,8_4_add_FI.jpg,102,False,1680,0.760071323188,0.573473937705,1,300.0
neutral,,,1,1050,mult,2,1300,small,2_7_mult_FI.jpg,102,False,1680,1.62774448414,1.02918034112,2,320.0
negative,,,1,1050,add,2,1804,large,4_9_add_FNI.jpg,102,False,1680,0.692529804441,0.776332613823,1,60.0
neutral,,,1,1050,mult,2,1652,large,4_9_mult_FNI.jpg,102,False,1680,1.60675268031,0.876819436464,0,40.0
negative,,,1,1050,add,1,944,small,8_2_add_true.jpg,102,True,1680,0.485696107369,0.387046920083,0,100.0
neutral,,,1,1050,add,2,1629,small,3_6_add_FI.jpg,102,False,1680,0.648661776554,0.551534044646,0,80.0
neutral,,,1,1050,add,1,1278,large,8_4_add_true.jpg,102,True,1680,-0.225985581513,0.00303903848632,0,60.0
negative,,,1,1050,mult,1,1061,small,5_3_mult_true.jpg,102,True,1680,0.621192402354,0.384719421688,1,280.0
neutral,,,1,1050,mult,1,1260,large,6_8_mult_true.jpg,102,True,1680,0.223482262296,0.185788952046,0,40.0
negative,,,1,1050,add,2,1287,large,4_9_add_FI.jpg,102,False,1680,0.606585342681,0.366942562428,2,60.0
neutral,,,1,1050,add,1,1297,small,5_3_add_true.jpg,102,True,1680,0.701650822641,0.410265021038,0,40.0
neutral,,,1,1050,mult,1,1375,large,9_7_mult_true.jpg,102,True,1680,0.260811803166,0.279435595726,1,100.0
negative,,,1,1050,mult,1,1770,large,8_4_mult_true.jpg,102,True,1680,0.952016078077,0.790198260643,2,140.0
negative,,,1,1050,add,2,1280,large,9_7_add_FI.jpg,102,False,1680,0.342668515392,0.347542478949,0,40.0
negative,,,1,1050,mult,2,1338,large,6_8_mult_FNI.jpg,102,False,1680,-0.242614890394,-0.278735631903,0,80.0
neutral,,,1,1050,add,2,2067,large,4_9_add_FNI.jpg,102,False,1680,0.551285966315,0.56229221208,1,60.0
negative,,,1,1050,mult,2,1616,small,2_7_mult_FI.jpg,102,False,1680,1.18140752868,0.983824661219,0,80.0
neutral,,,1,1050,mult,2,1390,small,3_6_mult_FNI.jpg,102,False,1680,0.581635775087,0.60618143748,0,60.0
negative,,,1,1050,add,2,1116,small,2_7_add_FI.jpg,102,False,1680,0.536301731677,0.644362007947,0,400.0
